id,label
train_010279,0
train_010280,1
train_010281,3
train_010282,9
train_010283,9
train_010284,4
train_010285,2
train_010286,4
train_010287,0
train_010288,9
train_010289,3
train_010290,3
train_010291,4
train_010292,5
train_010293,8
train_010294,2
train_010295,6
train_010296,4
train_010297,3
train_010298,7
train_010299,0
train_010300,0
train_010301,7
train_010302,6
train_010303,0
train_010304,9
train_010305,1
train_010306,1
train_010307,5
train_010308,8
train_010309,9
train_010310,6
train_010311,5
train_010312,8
train_010313,0
train_010314,4
train_010315,6
train_010316,2
train_010317,7
train_010318,3
train_010319,9
train_010320,5
train_010321,9
train_010322,0
train_010323,1
train_010324,1
train_010325,1
train_010326,7
train_010327,8
train_010328,4
train_010329,3
train_010330,4
train_010331,3
train_010332,8
train_010333,8
train_010334,1
train_010335,2
train_010336,9
train_010337,8
train_010338,9
train_010339,0
train_010340,4
train_010341,7
train_010342,0
train_010343,6
train_010344,6
train_010345,1
train_010346,9
train_010347,7
train_010348,5
train_010349,7
train_010350,8
train_010351,1
train_010352,2
train_010353,1
train_010354,5
train_010355,2
train_010356,9
train_010357,6
train_010358,9
train_010359,9
train_010360,3
train_010361,3
train_010362,0
train_010363,9
train_010364,7
train_010365,3
train_010366,9
train_010367,5
train_010368,7
train_010369,9
train_010370,8
train_010371,3
train_010372,5
train_010373,1
train_010374,9
train_010375,3
train_010376,7
train_010377,3
train_010378,5
train_010379,6
train_010380,7
train_010381,2
train_010382,0
train_010383,4
train_010384,1
train_010385,7
train_010386,9
train_010387,0
train_010388,1
train_010389,4
train_010390,3
train_010391,9
train_010392,5
train_010393,7
train_010394,3
train_010395,9
train_010396,4
train_010397,2
train_010398,2
train_010399,8
train_010400,5
train_010401,1
train_010402,5
train_010403,9
train_010404,2
train_010405,1
train_010406,7
train_010407,1
train_010408,3
train_010409,2
train_010410,7
train_010411,0
train_010412,3
train_010413,4
train_010414,3
train_010415,1
train_010416,8
train_010417,0
train_010418,1
train_010419,2
train_010420,0
train_010421,8
train_010422,7
train_010423,8
train_010424,9
train_010425,4
train_010426,7
train_010427,1
train_010428,5
train_010429,6
train_010430,8
train_010431,2
train_010432,3
train_010433,7
train_010434,4
train_010435,4
train_010436,3
train_010437,3
train_010438,4
train_010439,0
train_010440,7
train_010441,4
train_010442,6
train_010443,9
train_010444,6
train_010445,0
train_010446,4
train_010447,6
train_010448,3
train_010449,9
train_010450,6
train_010451,3
train_010452,0
train_010453,5
train_010454,2
train_010455,4
train_010456,5
train_010457,3
train_010458,7
train_010459,3
train_010460,2
train_010461,6
train_010462,2
train_010463,0
train_010464,9
train_010465,8
train_010466,0
train_010467,2
train_010468,9
train_010469,4
train_010470,4
train_010471,1
train_010472,9
train_010473,9
train_010474,9
train_010475,4
train_010476,3
train_010477,9
train_010478,8
train_010479,2
train_010480,7
train_010481,3
train_010482,7
train_010483,4
train_010484,8
train_010485,3
train_010486,7
train_010487,7
train_010488,6
train_010489,8
train_010490,9
train_010491,6
train_010492,3
train_010493,6
train_010494,6
train_010495,6
train_010496,1
train_010497,2
train_010498,3
train_010499,2
train_010500,5
train_010501,9
train_010502,9
train_010503,7
train_010504,4
train_010505,1
train_010506,0
train_010507,5
train_010508,9
train_010509,9
train_010510,6
train_010511,4
train_010512,8
train_010513,6
train_010514,7
train_010515,5
train_010516,2
train_010517,0
train_010518,9
train_010519,6
train_010520,6
train_010521,5
train_010522,6
train_010523,8
train_010524,1
train_010525,4
train_010526,4
train_010527,2
train_010528,2
train_010529,0
train_010530,4
train_010531,1
train_010532,5
train_010533,2
train_010534,4
train_010535,7
train_010536,5
train_010537,7
train_010538,1
train_010539,0
train_010540,2
train_010541,1
train_010542,6
train_010543,4
train_010544,0
train_010545,0
train_010546,9
train_010547,7
train_010548,7
train_010549,8
train_010550,6
train_010551,6
train_010552,1
train_010553,0
train_010554,2
train_010555,4
train_010556,1
train_010557,7
train_010558,9
train_010559,2
train_010560,7
train_010561,0
train_010562,8
train_010563,8
train_010564,7
train_010565,8
train_010566,7
train_010567,5
train_010568,3
train_010569,8
train_010570,8
train_010571,8
train_010572,1
train_010573,5
train_010574,2
train_010575,5
train_010576,4
train_010577,3
train_010578,9
train_010579,9
train_010580,5
train_010581,6
train_010582,5
train_010583,6
train_010584,9
train_010585,3
train_010586,9
train_010587,6
train_010588,0
train_010589,5
train_010590,5
train_010591,4
train_010592,9
train_010593,5
train_010594,8
train_010595,9
train_010596,4
train_010597,5
train_010598,2
train_010599,4
train_010600,2
train_010601,2
train_010602,7
train_010603,8
train_010604,3
train_010605,6
train_010606,7
train_010607,1
train_010608,0
train_010609,4
train_010610,1
train_010611,5
train_010612,0
train_010613,8
train_010614,1
train_010615,5
train_010616,5
train_010617,9
train_010618,4
train_010619,5
train_010620,6
train_010621,9
train_010622,6
train_010623,5
train_010624,2
train_010625,3
train_010626,1
train_010627,9
train_010628,6
train_010629,8
train_010630,9
train_010631,1
train_010632,3
train_010633,3
train_010634,9
train_010635,6
train_010636,1
train_010637,7
train_010638,8
train_010639,4
train_010640,6
train_010641,2
train_010642,4
train_010643,6
train_010644,3
train_010645,9
train_010646,0
train_010647,4
train_010648,6
train_010649,5
train_010650,1
train_010651,0
train_010652,8
train_010653,0
train_010654,2
train_010655,6
train_010656,5
train_010657,6
train_010658,0
train_010659,4
train_010660,6
train_010661,9
train_010662,2
train_010663,8
train_010664,8
train_010665,4
train_010666,0
train_010667,5
train_010668,4
train_010669,5
train_010670,7
train_010671,5
train_010672,3
train_010673,0
train_010674,4
train_010675,5
train_010676,4
train_010677,3
train_010678,4
train_010679,5
train_010680,4
train_010681,5
train_010682,4
train_010683,5
train_010684,0
train_010685,8
train_010686,4
train_010687,0
train_010688,1
train_010689,6
train_010690,4
train_010691,3
train_010692,2
train_010693,7
train_010694,8
train_010695,1
train_010696,2
train_010697,5
train_010698,9
train_010699,6
train_010700,3
train_010701,2
train_010702,0
train_010703,7
train_010704,3
train_010705,8
train_010706,5
train_010707,3
train_010708,1
train_010709,2
train_010710,5
train_010711,4
train_010712,4
train_010713,4
train_010714,5
train_010715,5
train_010716,8
train_010717,5
train_010718,6
train_010719,9
train_010720,1
train_010721,2
train_010722,0
train_010723,1
train_010724,7
train_010725,0
train_010726,0
train_010727,9
train_010728,8
train_010729,0
train_010730,8
train_010731,4
train_010732,0
train_010733,1
train_010734,8
train_010735,2
train_010736,6
train_010737,6
train_010738,3
train_010739,8
train_010740,4
train_010741,3
train_010742,6
train_010743,2
train_010744,6
train_010745,5
train_010746,8
train_010747,0
train_010748,8
train_010749,5
train_010750,9
train_010751,5
train_010752,4
train_010753,3
train_010754,8
train_010755,6
train_010756,8
train_010757,5
train_010758,2
train_010759,5
train_010760,5
train_010761,5
train_010762,1
train_010763,5
train_010764,9
train_010765,7
train_010766,2
train_010767,7
train_010768,1
train_010769,9
train_010770,7
train_010771,9
train_010772,1
train_010773,0
train_010774,4
train_010775,0
train_010776,3
train_010777,0
train_010778,1
train_010779,2
train_010780,3
train_010781,2
train_010782,5
train_010783,6
train_010784,7
train_010785,5
train_010786,4
train_010787,7
train_010788,5
train_010789,6
train_010790,6
train_010791,2
train_010792,0
train_010793,0
train_010794,1
train_010795,0
train_010796,4
train_010797,4
train_010798,2
train_010799,9
train_010800,7
train_010801,8
train_010802,6
train_010803,7
train_010804,5
train_010805,3
train_010806,0
train_010807,7
train_010808,2
train_010809,0
train_010810,7
train_010811,7
train_010812,6
train_010813,8
train_010814,3
train_010815,2
train_010816,4
train_010817,6
train_010818,4
train_010819,0
train_010820,7
train_010821,8
train_010822,8
train_010823,6
train_010824,7
train_010825,2
train_010826,8
train_010827,4
train_010828,9
train_010829,7
train_010830,6
train_010831,4
train_010832,3
train_010833,9
train_010834,5
train_010835,1
train_010836,8
train_010837,4
train_010838,3
train_010839,1
train_010840,4
train_010841,8
train_010842,2
train_010843,6
train_010844,5
train_010845,2
train_010846,8
train_010847,1
train_010848,1
train_010849,1
train_010850,7
train_010851,1
train_010852,6
train_010853,7
train_010854,3
train_010855,4
train_010856,9
train_010857,8
train_010858,3
train_010859,1
train_010860,8
train_010861,3
train_010862,2
train_010863,2
train_010864,9
train_010865,8
train_010866,7
train_010867,8
train_010868,5
train_010869,9
train_010870,1
train_010871,7
train_010872,6
train_010873,8
train_010874,7
train_010875,7
train_010876,2
train_010877,6
train_010878,5
train_010879,7
train_010880,7
train_010881,5
train_010882,6
train_010883,9
train_010884,1
train_010885,4
train_010886,5
train_010887,7
train_010888,8
train_010889,8
train_010890,2
train_010891,5
train_010892,4
train_010893,1
train_010894,6
train_010895,7
train_010896,7
train_010897,0
train_010898,7
train_010899,2
train_010900,0
train_010901,6
train_010902,6
train_010903,7
train_010904,9
train_010905,5
train_010906,1
train_010907,3
train_010908,1
train_010909,5
train_010910,3
train_010911,9
train_010912,1
train_010913,7
train_010914,4
train_010915,3
train_010916,6
train_010917,2
train_010918,2
train_010919,8
train_010920,8
train_010921,0
train_010922,3
train_010923,8
train_010924,1
train_010925,9
train_010926,9
train_010927,2
train_010928,0
train_010929,3
train_010930,6
train_010931,8
train_010932,3
train_010933,1
train_010934,4
train_010935,9
train_010936,8
train_010937,1
train_010938,3
train_010939,3
train_010940,3
train_010941,8
train_010942,0
train_010943,8
train_010944,4
train_010945,7
train_010946,8
train_010947,5
train_010948,8
train_010949,9
train_010950,6
train_010951,2
train_010952,6
train_010953,4
train_010954,0
train_010955,2
train_010956,7
train_010957,4
train_010958,6
train_010959,7
train_010960,0
train_010961,8
train_010962,0
train_010963,8
train_010964,9
train_010965,1
train_010966,9
train_010967,3
train_010968,4
train_010969,7
train_010970,6
train_010971,7
train_010972,9
train_010973,9
train_010974,4
train_010975,6
train_010976,1
train_010977,0
train_010978,2
train_010979,9
train_010980,1
train_010981,9
train_010982,4
train_010983,2
train_010984,1
train_010985,6
train_010986,9
train_010987,0
train_010988,1
train_010989,2
train_010990,3
train_010991,4
train_010992,0
train_010993,3
train_010994,7
train_010995,2
train_010996,1
train_010997,2
train_010998,3
train_010999,3
train_011000,5
train_011001,1
train_011002,0
train_011003,3
train_011004,0
train_011005,5
train_011006,1
train_011007,6
train_011008,6
train_011009,4
train_011010,9
train_011011,2
train_011012,9
train_011013,0
train_011014,0
train_011015,0
train_011016,6
train_011017,0
train_011018,4
train_011019,0
train_011020,4
train_011021,3
train_011022,5
train_011023,6
train_011024,8
train_011025,4
train_011026,4
train_011027,2
train_011028,0
train_011029,1
train_011030,9
train_011031,6
train_011032,8
train_011033,5
train_011034,0
train_011035,1
train_011036,9
train_011037,4
train_011038,8
train_011039,0
train_011040,8
train_011041,3
train_011042,1
train_011043,8
train_011044,7
train_011045,2
train_011046,0
train_011047,4
train_011048,1
train_011049,9
train_011050,9
train_011051,9
train_011052,7
train_011053,9
train_011054,9
train_011055,3
train_011056,5
train_011057,5
train_011058,9
train_011059,6
train_011060,7
train_011061,5
train_011062,8
train_011063,6
train_011064,9
train_011065,8
train_011066,8
train_011067,0
train_011068,3
train_011069,8
train_011070,3
train_011071,7
train_011072,9
train_011073,4
train_011074,5
train_011075,1
train_011076,4
train_011077,1
train_011078,3
train_011079,0
train_011080,1
train_011081,7
train_011082,5
train_011083,3
train_011084,1
train_011085,8
train_011086,4
train_011087,1
train_011088,9
train_011089,1
train_011090,2
train_011091,9
train_011092,8
train_011093,9
train_011094,4
train_011095,5
train_011096,1
train_011097,0
train_011098,9
train_011099,4
train_011100,0
train_011101,0
train_011102,9
train_011103,6
train_011104,3
train_011105,6
train_011106,2
train_011107,1
train_011108,0
train_011109,5
train_011110,0
train_011111,2
train_011112,8
train_011113,4
train_011114,3
train_011115,3
train_011116,9
train_011117,3
train_011118,9
train_011119,3
train_011120,3
train_011121,3
train_011122,4
train_011123,4
train_011124,2
train_011125,8
train_011126,3
train_011127,6
train_011128,9
train_011129,3
train_011130,6
train_011131,3
train_011132,3
train_011133,4
train_011134,9
train_011135,8
train_011136,7
train_011137,5
train_011138,7
train_011139,4
train_011140,1
train_011141,5
train_011142,9
train_011143,0
train_011144,4
train_011145,2
train_011146,1
train_011147,9
train_011148,7
train_011149,2
train_011150,9
train_011151,7
train_011152,6
train_011153,5
train_011154,9
train_011155,9
train_011156,9
train_011157,9
train_011158,8
train_011159,2
train_011160,6
train_011161,5
train_011162,6
train_011163,2
train_011164,3
train_011165,1
train_011166,3
train_011167,8
train_011168,4
train_011169,0
train_011170,5
train_011171,5
train_011172,9
train_011173,5
train_011174,9
train_011175,3
train_011176,4
train_011177,8
train_011178,3
train_011179,8
train_011180,0
train_011181,7
train_011182,7
train_011183,6
train_011184,2
train_011185,9
train_011186,5
train_011187,9
train_011188,3
train_011189,5
train_011190,1
train_011191,5
train_011192,1
train_011193,6
train_011194,4
train_011195,6
train_011196,4
train_011197,6
train_011198,8
train_011199,2
train_011200,2
train_011201,2
train_011202,0
train_011203,1
train_011204,5
train_011205,0
train_011206,1
train_011207,3
train_011208,9
train_011209,5
train_011210,6
train_011211,2
train_011212,2
train_011213,0
train_011214,2
train_011215,5
train_011216,9
train_011217,6
train_011218,8
train_011219,5
train_011220,0
train_011221,1
train_011222,9
train_011223,4
train_011224,3
train_011225,6
train_011226,5
train_011227,6
train_011228,6
train_011229,0
train_011230,9
train_011231,9
train_011232,3
train_011233,8
train_011234,9
train_011235,0
train_011236,0
train_011237,4
train_011238,5
train_011239,8
train_011240,7
train_011241,8
train_011242,0
train_011243,9
train_011244,6
train_011245,5
train_011246,4
train_011247,2
train_011248,4
train_011249,2
train_011250,1
train_011251,5
train_011252,7
train_011253,8
train_011254,1
train_011255,8
train_011256,7
train_011257,1
train_011258,1
train_011259,3
train_011260,9
train_011261,1
train_011262,1
train_011263,2
train_011264,1
train_011265,5
train_011266,6
train_011267,9
train_011268,9
train_011269,8
train_011270,8
train_011271,1
train_011272,9
train_011273,2
train_011274,9
train_011275,4
train_011276,6
train_011277,3
train_011278,5
train_011279,0
train_011280,8
train_011281,2
train_011282,2
train_011283,0
train_011284,1
train_011285,6
train_011286,5
train_011287,4
train_011288,1
train_011289,3
train_011290,9
train_011291,5
train_011292,6
train_011293,9
train_011294,6
train_011295,0
train_011296,1
train_011297,8
train_011298,3
train_011299,6
train_011300,4
train_011301,1
train_011302,9
train_011303,3
train_011304,9
train_011305,1
train_011306,1
train_011307,5
train_011308,5
train_011309,5
train_011310,3
train_011311,9
train_011312,7
train_011313,1
train_011314,7
train_011315,7
train_011316,1
train_011317,1
train_011318,7
train_011319,9
train_011320,9
train_011321,2
train_011322,2
train_011323,4
train_011324,7
train_011325,9
train_011326,3
train_011327,5
train_011328,8
train_011329,7
train_011330,9
train_011331,7
train_011332,3
train_011333,0
train_011334,7
train_011335,6
train_011336,3
train_011337,5
train_011338,4
train_011339,4
train_011340,9
train_011341,1
train_011342,2
train_011343,1
train_011344,0
train_011345,5
train_011346,9
train_011347,1
train_011348,5
train_011349,1
train_011350,6
train_011351,9
train_011352,2
train_011353,7
train_011354,9
train_011355,9
train_011356,3
train_011357,0
train_011358,3
train_011359,8
train_011360,3
train_011361,8
train_011362,6
train_011363,0
train_011364,0
train_011365,1
train_011366,3
train_011367,0
train_011368,4
train_011369,5
train_011370,1
train_011371,8
train_011372,6
train_011373,3
train_011374,4
train_011375,3
train_011376,4
train_011377,4
train_011378,6
train_011379,9
train_011380,6
train_011381,1
train_011382,6
train_011383,5
train_011384,7
train_011385,6
train_011386,0
train_011387,4
train_011388,3
train_011389,1
train_011390,9
train_011391,2
train_011392,4
train_011393,4
train_011394,2
train_011395,6
train_011396,2
train_011397,0
train_011398,5
train_011399,9
train_011400,3
train_011401,3
train_011402,1
train_011403,3
train_011404,9
train_011405,8
train_011406,8
train_011407,9
train_011408,3
train_011409,8
train_011410,6
train_011411,8
train_011412,7
train_011413,3
train_011414,2
train_011415,9
train_011416,5
train_011417,1
train_011418,2
train_011419,0
train_011420,6
train_011421,7
train_011422,6
train_011423,0
train_011424,5
train_011425,4
train_011426,5
train_011427,6
train_011428,7
train_011429,6
train_011430,8
train_011431,7
train_011432,2
train_011433,3
train_011434,1
train_011435,0
train_011436,2
train_011437,1
train_011438,6
train_011439,6
train_011440,7
train_011441,6
train_011442,3
train_011443,4
train_011444,4
train_011445,3
train_011446,4
train_011447,7
train_011448,1
train_011449,9
train_011450,2
train_011451,5
train_011452,7
train_011453,5
train_011454,5
train_011455,6
train_011456,3
train_011457,2
train_011458,2
train_011459,4
train_011460,4
train_011461,0
train_011462,4
train_011463,0
train_011464,0
train_011465,4
train_011466,3
train_011467,7
train_011468,6
train_011469,1
train_011470,8
train_011471,6
train_011472,9
train_011473,7
train_011474,6
train_011475,0
train_011476,5
train_011477,0
train_011478,7
train_011479,6
train_011480,7
train_011481,8
train_011482,2
train_011483,6
train_011484,6
train_011485,0
train_011486,6
train_011487,3
train_011488,5
train_011489,0
train_011490,0
train_011491,3
train_011492,7
train_011493,1
train_011494,5
train_011495,9
train_011496,2
train_011497,2
train_011498,6
train_011499,1
train_011500,4
train_011501,1
train_011502,3
train_011503,9
train_011504,4
train_011505,6
train_011506,1
train_011507,2
train_011508,6
train_011509,2
train_011510,7
train_011511,3
train_011512,7
train_011513,1
train_011514,3
train_011515,9
train_011516,1
train_011517,2
train_011518,9
train_011519,4
train_011520,9
train_011521,9
train_011522,3
train_011523,6
train_011524,1
train_011525,6
train_011526,0
train_011527,3
train_011528,3
train_011529,7
train_011530,5
train_011531,3
train_011532,8
train_011533,9
train_011534,5
train_011535,3
train_011536,5
train_011537,0
train_011538,6
train_011539,9
train_011540,0
train_011541,9
train_011542,3
train_011543,7
train_011544,5
train_011545,5
train_011546,1
train_011547,0
train_011548,5
train_011549,3
train_011550,5
train_011551,6
train_011552,0
train_011553,0
train_011554,0
train_011555,4
train_011556,8
train_011557,2
train_011558,3
train_011559,4
train_011560,2
train_011561,6
train_011562,2
train_011563,7
train_011564,2
train_011565,9
train_011566,8
train_011567,2
train_011568,7
train_011569,4
train_011570,8
train_011571,4
train_011572,1
train_011573,0
train_011574,3
train_011575,2
train_011576,6
train_011577,1
train_011578,5
train_011579,0
train_011580,7
train_011581,1
train_011582,6
train_011583,9
train_011584,0
train_011585,9
train_011586,7
train_011587,7
train_011588,2
train_011589,1
train_011590,2
train_011591,6
train_011592,8
train_011593,6
train_011594,6
train_011595,4
train_011596,8
train_011597,9
train_011598,3
train_011599,0
train_011600,1
train_011601,9
train_011602,5
train_011603,6
train_011604,2
train_011605,2
train_011606,1
train_011607,6
train_011608,6
train_011609,2
train_011610,0
train_011611,6
train_011612,9
train_011613,0
train_011614,0
train_011615,1
train_011616,9
train_011617,3
train_011618,2
train_011619,4
train_011620,3
train_011621,0
train_011622,0
train_011623,7
train_011624,7
train_011625,7
train_011626,2
train_011627,7
train_011628,6
train_011629,1
train_011630,3
train_011631,8
train_011632,8
train_011633,7
train_011634,3
train_011635,1
train_011636,7
train_011637,3
train_011638,3
train_011639,8
train_011640,1
train_011641,1
train_011642,8
train_011643,7
train_011644,5
train_011645,8
train_011646,0
train_011647,4
train_011648,9
train_011649,1
train_011650,7
train_011651,3
train_011652,9
train_011653,7
train_011654,7
train_011655,5
train_011656,3
train_011657,3
train_011658,0
train_011659,6
train_011660,4
train_011661,6
train_011662,5
train_011663,3
train_011664,3
train_011665,6
train_011666,0
train_011667,0
train_011668,2
train_011669,0
train_011670,7
train_011671,9
train_011672,0
train_011673,7
train_011674,1
train_011675,3
train_011676,4
train_011677,0
train_011678,6
train_011679,7
train_011680,1
train_011681,0
train_011682,5
train_011683,6
train_011684,7
train_011685,8
train_011686,9
train_011687,6
train_011688,9
train_011689,7
train_011690,7
train_011691,4
train_011692,2
train_011693,8
train_011694,9
train_011695,2
train_011696,2
train_011697,6
train_011698,5
train_011699,4
train_011700,3
train_011701,8
train_011702,8
train_011703,4
train_011704,5
train_011705,7
train_011706,1
train_011707,8
train_011708,0
train_011709,1
train_011710,2
train_011711,9
train_011712,8
train_011713,6
train_011714,4
train_011715,8
train_011716,2
train_011717,3
train_011718,3
train_011719,9
train_011720,3
train_011721,4
train_011722,0
train_011723,1
train_011724,8
train_011725,8
train_011726,6
train_011727,2
train_011728,9
train_011729,7
train_011730,1
train_011731,1
train_011732,6
train_011733,0
train_011734,1
train_011735,9
train_011736,2
train_011737,2
train_011738,0
train_011739,4
train_011740,2
train_011741,7
train_011742,7
train_011743,8
train_011744,5
train_011745,6
train_011746,9
train_011747,1
train_011748,9
train_011749,6
train_011750,5
train_011751,7
train_011752,6
train_011753,3
train_011754,5
train_011755,5
train_011756,2
train_011757,0
train_011758,5
train_011759,8
train_011760,5
train_011761,4
train_011762,2
train_011763,3
train_011764,8
train_011765,0
train_011766,2
train_011767,7
train_011768,1
train_011769,6
train_011770,6
train_011771,0
train_011772,1
train_011773,8
train_011774,7
train_011775,3
train_011776,6
train_011777,5
train_011778,2
train_011779,3
train_011780,5
train_011781,1
train_011782,1
train_011783,8
train_011784,5
train_011785,3
train_011786,7
train_011787,3
train_011788,1
train_011789,3
train_011790,8
train_011791,5
train_011792,3
train_011793,5
train_011794,3
train_011795,5
train_011796,5
train_011797,0
train_011798,1
train_011799,5
train_011800,9
train_011801,2
train_011802,2
train_011803,7
train_011804,8
train_011805,1
train_011806,1
train_011807,3
train_011808,7
train_011809,4
train_011810,7
train_011811,7
train_011812,5
train_011813,7
train_011814,9
train_011815,0
train_011816,6
train_011817,9
train_011818,8
train_011819,3
train_011820,9
train_011821,2
train_011822,4
train_011823,0
train_011824,6
train_011825,0
train_011826,4
train_011827,2
train_011828,7
train_011829,2
train_011830,8
train_011831,9
train_011832,1
train_011833,3
train_011834,6
train_011835,7
train_011836,8
train_011837,8
train_011838,2
train_011839,2
train_011840,2
train_011841,2
train_011842,6
train_011843,7
train_011844,4
train_011845,0
train_011846,8
train_011847,5
train_011848,5
train_011849,5
train_011850,3
train_011851,7
train_011852,6
train_011853,4
train_011854,8
train_011855,0
train_011856,8
train_011857,4
train_011858,9
train_011859,9
train_011860,5
train_011861,7
train_011862,2
train_011863,7
train_011864,5
train_011865,2
train_011866,7
train_011867,7
train_011868,6
train_011869,9
train_011870,0
train_011871,1
train_011872,7
train_011873,6
train_011874,9
train_011875,0
train_011876,8
train_011877,7
train_011878,3
train_011879,6
train_011880,7
train_011881,7
train_011882,7
train_011883,3
train_011884,5
train_011885,5
train_011886,9
train_011887,5
train_011888,4
train_011889,9
train_011890,5
train_011891,1
train_011892,8
train_011893,4
train_011894,3
train_011895,8
train_011896,3
train_011897,4
train_011898,0
train_011899,9
train_011900,3
train_011901,8
train_011902,1
train_011903,5
train_011904,5
train_011905,6
train_011906,8
train_011907,6
train_011908,4
train_011909,5
train_011910,5
train_011911,5
train_011912,9
train_011913,7
train_011914,7
train_011915,2
train_011916,6
train_011917,0
train_011918,2
train_011919,2
train_011920,4
train_011921,3
train_011922,8
train_011923,6
train_011924,0
train_011925,0
train_011926,7
train_011927,0
train_011928,1
train_011929,1
train_011930,1
train_011931,5
train_011932,8
train_011933,7
train_011934,6
train_011935,7
train_011936,3
train_011937,6
train_011938,1
train_011939,5
train_011940,2
train_011941,2
train_011942,3
train_011943,4
train_011944,4
train_011945,0
train_011946,6
train_011947,6
train_011948,9
train_011949,9
train_011950,6
train_011951,1
train_011952,0
train_011953,4
train_011954,2
train_011955,4
train_011956,9
train_011957,4
train_011958,1
train_011959,8
train_011960,9
train_011961,5
train_011962,9
train_011963,4
train_011964,4
train_011965,9
train_011966,9
train_011967,9
train_011968,1
train_011969,1
train_011970,1
train_011971,5
train_011972,9
train_011973,2
train_011974,1
train_011975,3
train_011976,5
train_011977,2
train_011978,2
train_011979,0
train_011980,8
train_011981,7
train_011982,0
train_011983,5
train_011984,7
train_011985,3
train_011986,4
train_011987,5
train_011988,1
train_011989,0
train_011990,2
train_011991,9
train_011992,5
train_011993,0
train_011994,7
train_011995,3
train_011996,1
train_011997,2
train_011998,8
train_011999,9
train_012000,8
train_012001,5
train_012002,0
train_012003,3
train_012004,9
train_012005,5
train_012006,1
train_012007,7
train_012008,2
train_012009,9
train_012010,3
train_012011,0
train_012012,7
train_012013,1
train_012014,5
train_012015,0
train_012016,5
train_012017,5
train_012018,1
train_012019,1
train_012020,6
train_012021,9
train_012022,6
train_012023,0
train_012024,8
train_012025,2
train_012026,6
train_012027,8
train_012028,0
train_012029,4
train_012030,4
train_012031,8
train_012032,1
train_012033,1
train_012034,2
train_012035,8
train_012036,4
train_012037,2
train_012038,4
train_012039,0
train_012040,6
train_012041,3
train_012042,4
train_012043,2
train_012044,1
train_012045,8
train_012046,2
train_012047,8
train_012048,9
train_012049,3
train_012050,4
train_012051,2
train_012052,0
train_012053,6
train_012054,7
train_012055,7
train_012056,4
train_012057,6
train_012058,4
train_012059,7
train_012060,3
train_012061,9
train_012062,6
train_012063,6
train_012064,1
train_012065,7
train_012066,3
train_012067,6
train_012068,2
train_012069,4
train_012070,5
train_012071,8
train_012072,5
train_012073,8
train_012074,1
train_012075,4
train_012076,0
train_012077,7
train_012078,5
train_012079,6
train_012080,3
train_012081,0
train_012082,9
train_012083,4
train_012084,8
train_012085,0
train_012086,9
train_012087,1
train_012088,1
train_012089,7
train_012090,3
train_012091,5
train_012092,6
train_012093,9
train_012094,9
train_012095,9
train_012096,9
train_012097,8
train_012098,6
train_012099,9
train_012100,9
train_012101,5
train_012102,7
train_012103,6
train_012104,1
train_012105,7
train_012106,1
train_012107,7
train_012108,1
train_012109,1
train_012110,6
train_012111,6
train_012112,7
train_012113,4
train_012114,2
train_012115,7
train_012116,5
train_012117,8
train_012118,3
train_012119,6
train_012120,2
train_012121,9
train_012122,4
train_012123,2
train_012124,1
train_012125,4
train_012126,2
train_012127,1
train_012128,8
train_012129,8
train_012130,7
train_012131,5
train_012132,9
train_012133,9
train_012134,4
train_012135,6
train_012136,3
train_012137,4
train_012138,5
train_012139,3
train_012140,4
train_012141,9
train_012142,3
train_012143,7
train_012144,8
train_012145,7
train_012146,7
train_012147,9
train_012148,0
train_012149,6
train_012150,3
train_012151,8
train_012152,6
train_012153,6
train_012154,1
train_012155,2
train_012156,9
train_012157,2
train_012158,8
train_012159,0
train_012160,8
train_012161,5
train_012162,0
train_012163,4
train_012164,0
train_012165,7
train_012166,6
train_012167,8
train_012168,1
train_012169,8
train_012170,0
train_012171,4
train_012172,1
train_012173,7
train_012174,0
train_012175,6
train_012176,4
train_012177,2
train_012178,9
train_012179,4
train_012180,4
train_012181,0
train_012182,9
train_012183,6
train_012184,8
train_012185,7
train_012186,0
train_012187,5
train_012188,8
train_012189,1
train_012190,1
train_012191,5
train_012192,3
train_012193,7
train_012194,6
train_012195,0
train_012196,4
train_012197,8
train_012198,0
train_012199,4
train_012200,3
train_012201,6
train_012202,5
train_012203,3
train_012204,4
train_012205,2
train_012206,5
train_012207,3
train_012208,6
train_012209,1
train_012210,2
train_012211,4
train_012212,3
train_012213,8
train_012214,6
train_012215,1
train_012216,6
train_012217,1
train_012218,0
train_012219,2
train_012220,0
train_012221,8
train_012222,4
train_012223,3
train_012224,6
train_012225,7
train_012226,5
train_012227,3
train_012228,8
train_012229,2
train_012230,4
train_012231,9
train_012232,4
train_012233,7
train_012234,3
train_012235,3
train_012236,0
train_012237,2
train_012238,6
train_012239,7
train_012240,3
train_012241,9
train_012242,1
train_012243,4
train_012244,3
train_012245,0
train_012246,2
train_012247,8
train_012248,7
train_012249,2
train_012250,9
train_012251,4
train_012252,3
train_012253,3
train_012254,9
train_012255,6
train_012256,3
train_012257,5
train_012258,5
train_012259,3
train_012260,9
train_012261,7
train_012262,4
train_012263,0
train_012264,3
train_012265,6
train_012266,1
train_012267,9
train_012268,1
train_012269,3
train_012270,6
train_012271,2
train_012272,1
train_012273,6
train_012274,3
train_012275,6
train_012276,8
train_012277,1
